ticker,count,Company,from_date,to_date,stock
SLB,42,Schlumberger N.V. Common Stock,2012-10-19,2023-04-21,NYSE
RAIL,42,"Freightcar America, Inc. - Common Stock",2012-11-03,2023-05-10,NASDAQ
NPO,42,Enpro Industries Inc,2013-05-02,2023-05-02,NYSE
QNST,42,"QuinStreet, Inc. - Common Stock",2013-01-30,2023-05-06,NASDAQ
VAC,42,Marriot Vacations Worldwide Corporation Common Stock,2013-02-21,2023-05-04,NYSE
TCX,42,Tucows Inc. - Common Stock,2012-11-13,2023-02-09,NASDAQ
FHN,42,First Horizon National Corporation Common Stock,2012-10-19,2023-05-04,NYSE
KOPN,42,Kopin Corporation - Common Stock,2013-03-13,2023-05-11,NASDAQ
LZB,42,La,2012-11-29,2023-02-22,NYSE
LINC,42,Lincoln Educational Services Corporation - Common Stock,2013-03-06,2023-05-08,NASDAQ
TRGP,42,"Targa Resources, Inc. Common Stock",2013-02-14,2023-05-04,NYSE
HMST,42,"HomeStreet, Inc. - Common Stock",2013-04-29,2023-04-25,NASDAQ
STLD,42,"Steel Dynamics, Inc. - Common Stock",2012-10-18,2023-04-20,NASDAQ
WEX,42,WEX Inc. common stock,2013-05-01,2023-04-27,NYSE
STN,42,Stantec Inc Common Stock,2013-02-21,2023-05-11,NYSE
EMAN,42,EMAN,2012-11-05,2023-05-11,NYSE
GEO,42,Geo Group Inc (The) REIT,2013-02-21,2023-04-25,NYSE
AOS,42,A.O. Smith Corporation Common Stock,2012-10-17,2023-04-27,NYSE
SCHL,42,Scholastic Corporation - Common Stock,2012-12-20,2023-03-23,NASDAQ
FLWS,42,"1-800-FLOWERS.COM, Inc. - Class A Common Stock",2013-01-31,2023-05-11,NASDAQ
FDS,42,FactSet Research Systems Inc. Common Stock,2012-12-18,2023-03-23,NYSE
POR,42,Portland General Electric Co Common Stock,2012-11-08,2023-04-28,NYSE
CHH,42,"Choice Hotels International, Inc. Common Stock",2012-10-25,2023-05-09,NYSE
NEO,42,"NeoGenomics, Inc. - Common Stock",2013-02-15,2023-05-08,NASDAQ
KRC,42,Kilroy Realty Corporation Common Stock,2013-01-31,2023-04-27,NYSE
PCAR,42,PACCAR Inc. - Common Stock,2012-10-25,2023-04-25,NASDAQ
SCVL,42,"Shoe Carnival, Inc. - Common Stock",2013-04-01,2023-05-24,NASDAQ
CLR,42,"Continental Resources, Inc. Common Stock",2012-11-08,2022-05-05,NYSE
WSR,42,Whitestone REIT Common Shares,2013-03-12,2023-05-03,NYSE
REED,42,REED,2013-03-25,2023-06-01,NYSE
RLI,42,RLI Corp. Common Stock,2013-01-24,2023-04-20,NYSE
AAON,42,"AAON, Inc. - Common Stock",2013-03-14,2023-05-07,NASDAQ
AMSWA,42,"American Software, Inc. - Class A Common Stock",2012-11-29,2023-02-26,NASDAQ
TNK,42,Teekay Tankers Ltd.,2012-11-10,2023-05-11,NYSE
SJW,42,SJW Corporation Common Stock,2013-02-20,2023-05-01,NYSE
VALE,42,VALE S.A.  American Depositary Shares Each Representing one common share,2012-10-25,2023-04-27,NYSE
JBSS,42,"John B. Sanfilippo & Son, Inc. - Common Stock",2013-01-31,2023-05-07,NASDAQ
CWCO,42,Consolidated Water Co. Ltd. - Ordinary Shares,2012-11-12,2023-05-16,NASDAQ
CLIR,42,ClearSign Technologies Corporation - Common Stock,2013-02-22,2023-05-18,NASDAQ
HBIO,42,"Harvard Bioscience, Inc. - Common Stock",2013-02-28,2023-04-25,NASDAQ
DQ,42,"DAQO New Energy Corp. American Depositary Shares, each representing five ordinary shares",2012-11-30,2023-04-27,NYSE
SALM,42,"Salem Media Group, Inc. - Class A Common Stock",2013-02-25,2023-05-13,NASDAQ
ATI,42,Allegheny Technologies Incorporated Common Stock,2012-10-24,2023-05-04,NYSE
WSFS,42,WSFS Financial Corporation - Common Stock,2012-10-31,2023-04-25,NASDAQ
CACC,42,Credit Acceptance Corporation - Common Stock,2013-02-01,2023-05-01,NASDAQ
PKG,42,Packaging Corporation of America Common Stock,2013-01-22,2023-04-25,NYSE
CUZ,42,Cousins Properties Incorporated Common Stock,2013-02-14,2023-04-28,NYSE
REFR,42,Research Frontiers Incorporated - Common Stock,2013-03-14,2023-05-06,NASDAQ
HIW,42,"Highwoods Properties, Inc. Common Stock",2013-02-13,2023-04-26,NYSE
FMS,42,Fresenius Medical Care AG Common Stock,2012-10-31,2023-05-09,NYSE
CPA,42,"Copa Holdings, S.A. Copa Holdings, S.A. Class A Common Stock",2012-11-09,2023-05-11,NYSE
TNC,42,Tennant Company Common Stock,2013-02-19,2023-04-28,NYSE
SIFY,42,"Sify Technologies Limited - American Depository Shares, each represented by one Equity Share",2012-10-17,2023-04-24,NASDAQ
FDUS,42,Fidus Investment Corporation - Closed End Fund,2013-03-08,2023-05-05,NASDAQ
ADC,42,Agree Realty Corporation Common Stock,2013-02-28,2023-05-05,NYSE
MITT,42,"AG Mortgage Investment Trust, Inc. Common Stock",2012-11-08,2023-05-05,NYSE
CASY,42,"Caseys General Stores, Inc. - Common Stock",2012-12-11,2023-06-08,NASDAQ
AMWD,42,American Woodmark Corporation - Common Stock,2013-02-19,2023-05-25,NASDAQ
BRC,42,Brady Corporation Common Stock,2013-02-21,2023-05-18,NYSE
SCHN,42,"Schnitzer Steel Industries, Inc. - Class A Common Stock",2012-10-25,2023-04-05,NASDAQ
KSU,42,Kansas City Southern Common Stock,2012-10-19,2021-10-19,NYSE
SKYW,42,"SkyWest, Inc. - Common Stock",2013-02-14,2023-04-27,NASDAQ
VGR,42,Vector Group Ltd. Common Stock,2012-11-01,2023-05-09,NYSE
DRRX,42,DURECT Corporation - Common Stock,2013-02-28,2023-05-08,NASDAQ
RDCM,42,Radcom Ltd. - Ordinary Shares,2013-04-24,2023-05-10,NASDAQ
NLSN,42,Nielsen N.V. Common Stock,2012-10-22,2022-02-28,NYSE
PDFS,42,"PDF Solutions, Inc. - Common Stock",2013-02-14,2023-05-13,NASDAQ
DK,42,"Delek US Holdings, Inc. Common Stock",2012-11-08,2023-05-08,NYSE
MNRO,42,"Monro, Inc.  - Common Stock",2013-01-29,2023-05-18,NASDAQ
PFS,42,"Provident Financial Services, Inc Common Stock",2013-04-26,2023-04-28,NYSE
PNFP,42,"Pinnacle Financial Partners, Inc. - Common Stock",2013-04-16,2023-04-18,NASDAQ
PRFT,42,"Perficient, Inc. - Common Stock",2012-11-01,2023-05-02,NASDAQ
WMC,42,Western Asset Mortgage Capital Corporation Common Stock,2013-03-06,2023-05-05,NYSE
EFC,42,"Ellington Financial LLC Common Shares representing Limitied Liability Company Interests, no par valu",2013-02-15,2023-05-09,NYSE
BCC,42,"Boise Cascade, L.L.C. Common Stock",2013-04-22,2023-05-05,NYSE
FFBC,42,First Financial Bancorp. - Common Stock,2012-10-26,2023-04-21,NASDAQ
INFU,42,INFU,2013-03-28,2023-05-06,NYSE
OESX,42,"Orion Energy Systems, Inc. - Common Stock",2013-02-05,2023-06-06,NYSE
SGU,42,"Star Gas Partners, L.P. Common Stock",2012-12-12,2023-05-07,NYSE
LODE,42,LODE,2013-03-14,2023-05-03,NYSE
RHP,42,"Ryman Hospitality Properties, Inc. (REIT)",2013-02-15,2023-05-06,NYSE
APH,42,Amphenol Corporation Common Stock,2012-10-17,2023-04-26,NYSE
ADTN,42,"ADTRAN Holdings, Inc. - Common Stock",2013-01-16,2023-05-09,NASDAQ
AVAV,42,"AeroVironment, Inc. - Common Stock",2012-12-04,2023-03-06,NASDAQ
HELE,42,Helen of Troy Limited - Common Stock,2013-01-09,2023-04-27,NASDAQ
TWIN,42,"Twin Disc, Incorporated - Common Stock",2012-10-23,2023-04-28,NASDAQ
ESLT,42,Elbit Systems Ltd. - Ordinary Shares,2012-11-13,2023-05-30,NASDAQ
ALGT,42,Allegiant Travel Company - Common Stock,2013-01-30,2023-05-03,NASDAQ
CONN,42,"Conn's, Inc. - Common Stock",2013-04-03,2023-06-01,NASDAQ
BUD,42,Anheuser,2012-10-31,2023-05-04,NYSE
MKC,42,"McCormick & Company, Incorporated Common Stock",2013-01-24,2023-03-28,NYSE
ADS,42,Alliance Data Systems Corporation Common Stock,2012-10-18,2022-01-27,NYSE
PAG,42,"Penske Automotive Group, Inc. Common Stock",2013-02-06,2023-04-26,NYSE
CVBF,42,CVB Financial Corporation - Common Stock,2013-01-17,2023-04-29,NASDAQ
AMG,42,"Affiliated Managers Group, Inc. Common Stock",2012-10-31,2023-05-01,NYSE
SOL,42,Renesola Ltd. Common Shares of Beneficial Interest,2012-11-30,2023-05-31,NYSE
FSS,42,Federal Signal Corporation Common Stock,2013-03-15,2023-05-02,NYSE
PETS,42,"PetMed Express, Inc. - Common Stock",2012-10-22,2023-05-25,NASDAQ
TTC,42,Toro Company (The) Common Stock,2012-12-05,2023-03-09,NYSE
SCL,42,Stepan Company Common Stock,2013-02-20,2023-04-25,NYSE
CPF,42,Central Pacific Financial Corp New,2013-01-31,2023-04-26,NYSE
HE,42,"Hawaiian Electric Industries, Inc. Common Stock",2012-11-08,2023-05-09,NYSE
MIND,42,"MIND Technology, Inc. - Common Stock",2012-12-05,2023-04-20,NASDAQ
IDN,42,"Intellicheck, Inc. - Common Stock",2013-03-28,2023-05-09,NYSE
UTHR,42,United Therapeutics Corporation - Common Stock,2012-11-01,2023-05-03,NASDAQ
HST,42,Host Hotels  - Common Stock,2013-02-21,2023-05-05,NYSE
CGNX,42,Cognex Corporation - Common Stock,2012-11-01,2023-05-04,NASDAQ
MOV,42,Movado Group Inc. Common Stock,2013-03-21,2023-05-25,NYSE
FLR,42,Fluor Corporation Common Stock,2012-11-01,2023-05-05,NYSE
ENDP,42,ENDP,2012-11-05,2022-05-06,
EEFT,42,"Euronet Worldwide, Inc. - Common Stock",2013-02-13,2023-05-03,NASDAQ
AGYS,42,"Agilysys, Inc. - Common Stock",2013-01-31,2023-05-16,NASDAQ
EXPR,42,"Express, Inc. Common Stock",2013-03-13,2023-05-24,NYSE
KMI,42,"Kinder Morgan, Inc. Common Stock",2014-01-15,2023-04-19,NYSE
DXLG,42,"Destination XL Group, Inc. - Common Stock",2013-03-15,2023-05-25,NASDAQ
NTCT,42,"NetScout Systems, Inc. - Common Stock",2013-04-25,2023-05-06,NASDAQ
EGP,42,"EastGroup Properties, Inc. Common Stock",2013-02-13,2023-04-26,NYSE
STRA,42,"Strategic Education, Inc. - Common Stock",2012-11-09,2023-04-27,NASDAQ
COWN,42,COWN,2012-11-08,2022-04-29,
ABMD,42,ABMD,2012-11-01,2022-11-01,
LGND,42,Ligand Pharmaceuticals Incorporated - Common Stock,2012-11-05,2023-05-04,NASDAQ
RPM,42,RPM International Inc. Common Stock,2013-01-08,2023-04-06,NYSE
USAP,42,"Universal Stainless & Alloy Products, Inc. - Common Stock",2013-01-29,2023-04-26,NASDAQ
WNS,42,WNS (Holdings) Limited Sponsored ADR (Jersey),2013-01-16,2023-04-29,NYSE
HOMB,42,HOMB,2013-04-18,2023-04-20,NASDAQ
SO,42,Southern Company (The) Common Stock,2012-11-05,2023-04-27,NYSE
CPE,42,Callon Petroleum Company Common Stock,2012-11-08,2023-05-04,NYSE
HCI,42,"HCI Group, Inc. Common Stock",2013-03-05,2023-05-13,NYSE
USAC,42,"USA Compression Partners, LP Common Units Representing Limited Partner Interests",2013-02-26,2023-05-02,NYSE
JLL,42,Jones Lang LaSalle Incorporated Common Stock,2012-10-30,2023-05-04,NYSE
IOSP,41,Innospec Inc. - Common Stock,2013-02-13,2023-05-06,NASDAQ
ESE,41,ESCO Technologies Inc. Common Stock,2013-04-18,2023-05-13,NYSE
APOG,41,"Apogee Enterprises, Inc. - Common Stock",2013-04-11,2023-04-12,NASDAQ
FELE,41,"Franklin Electric Co., Inc. - Common Stock",2013-04-30,2023-05-02,NASDAQ
CHEF,41,"The Chefs' Warehouse, Inc. - Common Stock",2013-05-02,2023-05-03,NASDAQ
TMHC,41,Taylor Morrison Home Corporation Class A Common Stock,2013-08-13,2023-04-26,NYSE
CBZ,41,"CBIZ, Inc. Common Stock",2013-05-03,2023-04-29,NYSE
CAMT,41,Camtek Ltd. - Ordinary Shares,2013-02-21,2023-05-10,NASDAQ
MNTX,41,"Manitex International, Inc. - common stock",2013-03-11,2023-05-06,NASDAQ
SFL,41,Ship Finance International Limited,2012-11-29,2023-05-15,NYSE
CHUY,41,"Chuy's Holdings, Inc. - Common Stock",2013-02-25,2023-05-06,NASDAQ
DISH,41,DISH Network Corporation - Class A Common Stock,2012-11-06,2023-05-08,NASDAQ
PRLB,41,"Proto Labs, Inc. Common stock",2013-02-13,2023-05-05,NYSE
IGT,41,International Game Technology Common Stock,2012-11-08,2023-05-09,NYSE
AKR,41,Acadia Realty Trust Common Stock,2013-04-24,2023-05-06,NYSE
KFY,41,Korn/Ferry International Common Stock,2013-03-06,2023-03-08,NYSE
SYPR,41,"Sypris Solutions, Inc. - Common Stock",2013-03-12,2023-05-16,NASDAQ
TNP,41,Tsakos Energy Navigation Ltd Common Shares,2012-11-21,2023-05-30,NYSE
HEP,41,"Holly Energy Partners, L.P. Common Stock",2012-11-01,2023-02-24,NYSE
NGVC,41,"Natural Grocers by Vitamin Cottage, Inc. Common Stock",2013-05-09,2023-05-07,NYSE
FORR,41,"Forrester Research, Inc. - Common Stock",2013-04-24,2023-05-04,NASDAQ
KWR,41,Quaker Chemical Corporation Common Stock,2013-03-07,2023-05-05,NYSE
PCRX,41,"Pacira BioSciences, Inc. - Common Stock",2013-03-07,2023-05-03,NASDAQ
AGM,41,Federal Agricultural Mortgage Corporation Common Stock,2013-03-19,2023-05-09,NYSE
SAIA,41,"Saia, Inc. - Common Stock",2013-01-30,2023-04-28,NASDAQ
NCLH,41,NCLH,2013-05-08,2023-05-01,NASDAQ
FCEL,41,"FuelCell Energy, Inc. - Common Stock",2012-12-21,2023-03-09,NASDAQ
SEAS,41,"SeaWorld Entertainment, Inc. Common Stock",2013-05-22,2023-05-09,NYSE
PRGO,41,Perrigo Company plc Ordinary Shares,2012-11-07,2023-05-09,NYSE
UBS,41,UBS Group AG Registered Ordinary Shares,2012-10-30,2023-04-25,NYSE
LNDC,41,LNDC,2013-01-03,2022-10-06,
POWL,41,"Powell Industries, Inc. - Common Stock",2013-05-08,2023-05-06,NASDAQ
MTX,41,Minerals Technologies Inc. Common Stock,2013-04-26,2023-04-28,NYSE
PRTS,41,"CarParts.com, Inc. - Common Stock",2013-03-25,2023-05-02,NASDAQ
IPAR,41,"Inter Parfums, Inc. - Common Stock",2013-05-09,2023-05-13,NASDAQ
FRGI,41,"Fiesta Restaurant Group, Inc. - Common Stock",2013-05-07,2023-05-10,NASDAQ
HTLF,41,"Heartland Financial USA, Inc. - Common Stock",2013-04-29,2023-04-24,NASDAQ
MYRG,41,"MYR Group, Inc. - Common Stock",2013-03-07,2023-04-27,NASDAQ
FWRD,41,Forward Air Corporation - Common Stock,2013-04-19,2023-05-02,NASDAQ
LSCC,41,Lattice Semiconductor Corporation - Common Stock,2012-10-19,2023-05-01,NASDAQ
NEOG,41,Neogen Corporation - Common Stock,2012-12-20,2023-03-30,NASDAQ
GVA,41,Granite Construction Incorporated Common Stock,2012-11-07,2023-05-02,NYSE
SILC,41,Silicom Ltd - Ordinary Shares,2013-04-22,2023-05-01,NASDAQ
PLCE,41,"Children's Place, Inc. (The) - Common Stock",2013-03-26,2023-05-24,NASDAQ
HCCI,41,"Heritage-Crystal Clean, Inc. - Common Stock",2013-05-03,2023-05-10,NASDAQ
MPAA,41,"Motorcar Parts of America, Inc. - Common Stock",2013-02-15,2023-02-10,NASDAQ
ASTE,41,"Astec Industries, Inc. - Common Stock",2013-02-26,2023-05-07,NASDAQ
CRI,41,"Carter's, Inc. Common Stock",2012-10-25,2023-04-29,NYSE
VEEV,41,Veeva Systems Inc. Class A Common Stock,2013-12-05,2023-05-31,NYSE
NURO,41,"NeuroMetrix, Inc. - Common Stock",2013-02-19,2023-05-03,NASDAQ
SXI,41,Standex International Corporation Common Stock,2013-02-01,2023-05-05,NYSE
HZO,41,"MarineMax, Inc. Common Stock",2012-11-01,2023-04-27,NYSE
VNET,41,"VNET Group, Inc. - American Depositary Shares",2012-11-16,2023-05-25,NASDAQ
KOF,41,Coca Cola Femsa S.A.B. de C.V.  Common Stock,2012-10-24,2023-04-27,NYSE
FSP,41,FSP,2013-02-20,2023-05-06,NYSE
SIVB,41,SIVB,2013-01-25,2023-01-19,
ASPS,41,Altisource Portfolio Solutions S.A. - Common Stock,2012-10-27,2023-04-29,NASDAQ
FIVE,41,"Five Below, Inc. - Common Stock",2013-03-27,2023-06-01,NASDAQ
KLAC,41,KLA Corporation  - Common Stock,2012-10-25,2023-04-26,NASDAQ
COHU,41,"Cohu, Inc. - Common Stock",2013-05-01,2023-05-04,NASDAQ
CRWS,41,"Crown Crafts, Inc. - Common Stock",2013-02-13,2023-02-15,NASDAQ
AIR,41,AAR Corp. Common Stock,2013-03-19,2023-03-21,NYSE
FBP,41,First BanCorp. New Common Stock,2013-05-03,2023-04-25,NYSE
FINGF,41,FINGF,2013-05-09,2023-05-13,OTC
ODC,41,Oil,2012-12-10,2023-03-10,NYSE
MTSI,41,"MACOM Technology Solutions Holdings, Inc. - Common Stock",2013-05-01,2023-05-04,NASDAQ
COLB,41,"Columbia Banking System, Inc. - Common Stock",2013-04-25,2023-04-26,NASDAQ
MLR,41,"Miller Industries, Inc. Common Stock",2013-03-07,2023-05-05,NYSE
SBNY,41,SBNY,2013-01-22,2023-01-17,
MPWR,41,"Monolithic Power Systems, Inc. - Common Stock",2013-02-06,2023-05-04,NASDAQ
SSD,41,"Simpson Manufacturing Company, Inc. Common Stock",2013-02-08,2023-04-24,NYSE
GOGO,41,Gogo Inc. - Common Stock,2013-08-07,2023-05-03,NASDAQ
FN,41,Fabrinet Ordinary Shares,2013-02-05,2023-05-08,NYSE
RGS,41,Regis Corporation Common Stock,2013-01-31,2023-05-06,NYSE
CMS,41,CMS Energy Corporation Common Stock,2013-02-21,2023-04-27,NYSE
WWD,41,"Woodward, Inc. - Common Stock",2013-01-22,2023-05-01,NASDAQ
FDP,41,"Fresh Del Monte Produce, Inc. Common Stock",2013-02-19,2023-05-03,NYSE
JBT,41,John Bean Technologies Corporation Common Stock,2013-05-08,2023-04-26,NYSE
SPTN,41,SpartanNash Company - Common Stock,2013-05-23,2023-06-01,NASDAQ
EDAP,41,"EDAP TMS S.A. - American Depositary Shares, each representing One Ordinary Share",2012-11-21,2023-05-17,NASDAQ
ROL,41,"Rollins, Inc. Common Stock",2013-04-24,2023-04-27,NYSE
SHERF,41,SHERF,2012-10-31,2023-05-11,OTC
MYL,41,MYL,2012-10-25,2020-08-07,
PRGS,41,Progress Software Corporation - Common Stock,2013-01-04,2023-03-28,NASDAQ
WTFC,41,Wintrust Financial Corporation - Common Stock,2013-04-18,2023-04-20,NASDAQ
ALTR,41,Altair Engineering Inc. - Class A Common Stock,2012-10-23,2023-05-07,NASDAQ
MGRC,41,McGrath RentCorp - Common Stock,2013-05-01,2023-05-06,NASDAQ
FARO,41,"FARO Technologies, Inc. - Common Stock",2013-02-28,2023-05-03,NASDAQ
RNST,41,Renasant Corporation - Common Stock,2013-04-24,2023-04-26,NASDAQ
APO,41,"Apollo Global Management, LLC Class A Common Shares Representing Class A Limitied Liability Company Interests",2013-02-08,2023-05-09,NYSE
KTCC,41,Key Tronic Corporation - Common Stock,2013-01-29,2023-05-02,NASDAQ
RDNT,41,"RadNet, Inc. - Common Stock",2013-03-12,2023-05-13,NASDAQ
GSIT,41,"GSI Technology, Inc. - Common Stock",2013-01-31,2023-05-16,NASDAQ
VRNT,41,Verint Systems Inc. - Common Stock,2013-06-03,2023-06-08,NASDAQ
IVAC,41,"Intevac, Inc. - Common Stock",2013-01-29,2023-05-06,NASDAQ
BANR,41,Banner Corporation - Common Stock,2013-04-23,2023-04-20,NASDAQ
SRI,41,"Stoneridge, Inc. Common Stock",2013-03-01,2023-05-06,NYSE
AGI,41,Alamos Gold Inc Ordinary Shares,2013-04-25,2023-04-27,NYSE
KIRK,41,"Kirkland's, Inc. - Common Stock",2013-03-14,2023-04-04,NASDAQ
KAI,41,Kadant Inc Common Stock,2013-04-30,2023-05-06,NYSE
UCTT,41,"Ultra Clean Holdings, Inc. - Common Stock",2013-02-19,2023-04-26,NASDAQ
INTT,41,INTT,2013-03-06,2023-05-05,NYSE
OTTR,41,Otter Tail Corporation - Common Stock,2013-05-07,2023-05-02,NASDAQ
BLMN,41,"Bloomin' Brands, Inc. - Common Stock",2013-02-22,2023-04-28,NASDAQ
CCK,41,"Crown Holdings, Inc.",2012-10-18,2023-04-25,NYSE
HPP,41,"Hudson Pacific Properties, Inc. Common Stock",2013-05-06,2023-05-13,NYSE
BKU,41,"BankUnited, Inc. Common Stock",2013-01-29,2023-04-25,NYSE
IRIX,41,IRIDEX Corporation - Common Stock,2013-05-03,2023-05-11,NASDAQ
UTL,41,UNITIL Corporation Common Stock,2013-01-30,2023-05-02,NYSE
NEWT,41,"NewtekOne, Inc. - Common Stock",2013-05-08,2023-05-09,NASDAQ
MBWM,41,Mercantile Bank Corporation - Common Stock,2013-01-15,2023-04-18,NASDAQ
JAKK,41,"JAKKS Pacific, Inc. - Common Stock",2013-02-21,2023-04-27,NASDAQ
NFYEF,41,NFYEF,2013-05-11,2023-05-06,OTC
SMP,41,"Standard Motor Products, Inc. Common Stock",2013-03-04,2023-05-07,NYSE
MPLX,41,MPLX LP Common Units Representing Limited Partner Interests,2013-01-30,2023-05-02,NYSE
CSGS,41,"CSG Systems International, Inc. - Common Stock",2013-02-06,2023-05-06,NASDAQ
IDT,41,IDT Corporation Class B Common Stock,2012-12-10,2023-06-05,NYSE
WYY,41,WYY,2013-04-01,2023-05-15,NYSE
PBF,41,PBF Energy Inc. Class A Common Stock,2013-02-21,2023-05-05,NYSE
CMLS,41,Cumulus Media Inc. - Class A Common Stock,2013-03-18,2023-04-27,NASDAQ
CCO,41,"Clear Channel Outdoor Holdings, Inc. Clear Channel Outdoor Holdings, Inc. Class A Common Stock",2012-11-02,2023-05-14,NYSE
GBX,41,"Greenbrier Companies, Inc. (The) Common Stock",2012-11-01,2023-01-06,NYSE
SMCI,41,"Super Micro Computer, Inc. - Common Stock",2012-10-23,2023-05-02,NASDAQ
MEI,41,"Methode Electronics, Inc. Common Stock",2012-12-06,2023-03-09,NYSE
TTM,41,Tata Motors Ltd Tata Motors Limited,2013-02-14,2023-05-12,NYSE
SAR,41,Saratoga Investment Corp New,2013-01-15,2023-05-03,NYSE
IEP,41,Icahn Enterprises L.P. - Depositary Units representing Limited Partner Interests,2013-03-15,2023-05-10,NASDAQ
SIGI,41,"Selective Insurance Group, Inc. - Common Stock",2013-04-25,2023-05-06,NASDAQ
BCOR,41,BCOR,2012-11-01,2022-11-01,
IIVI,41,IIVI,2012-10-23,2023-05-10,
ATHX,41,"Athersys, Inc. - Common Stock",2012-11-08,2022-11-15,NASDAQ
FSM,41,Fortuna Silver Mines Inc Ordinary Shares (Canada),2012-11-09,2023-05-16,NYSE
NNBR,41,"NN, Inc. - Common Stock",2013-03-11,2023-05-05,NASDAQ
CCRN,41,"Cross Country Healthcare, Inc. - Common Stock",2013-05-08,2023-05-03,NASDAQ
OPK,41,"Opko Health, Inc. - Common Stock",2014-08-12,2023-05-03,NYSE
EGAN,41,eGain Corporation - Common Stock,2013-02-06,2023-05-11,NASDAQ
CMRX,41,"Chimerix, Inc. - Common Stock",2013-08-14,2023-05-06,NASDAQ
RBA,41,Ritchie Bros. Auctioneers Incorporated Common Stock,2013-02-26,2023-05-10,NYSE
HSII,41,"Heidrick & Struggles International, Inc. - Common Stock",2013-02-26,2023-04-24,NASDAQ
JHX,41,James Hardie Industries plc American Depositary Shares (Ireland),2013-02-27,2023-05-15,NYSE
WTS,41,"Watts Water Technologies, Inc. Class A Common Stock",2013-02-20,2023-05-07,NYSE
CATY,41,Cathay General Bancorp - Common Stock,2013-04-16,2023-04-20,NASDAQ
AL,41,Air Lease Corporation Class A Common Stock,2012-11-08,2023-02-16,NYSE
THR,41,"Thermon Group Holdings, Inc. Common Stock",2013-06-05,2023-05-26,NYSE
BXMT,41,"Blackstone Mortgage Trust, Inc. Common Stock",2013-07-31,2023-04-26,NYSE
FBHS,41,"Fortune Brands Home & Security, Inc. Common Stock",2012-10-23,2022-10-26,NYSE
MTRN,41,Materion Corporation,2013-02-28,2023-05-06,NYSE
RUTH,41,RUTH,2012-10-30,2023-02-23,
GPK,41,Graphic Packaging Holding Company,2012-10-25,2023-05-02,NYSE
TTGT,41,"TechTarget, Inc. - Common Stock",2013-05-08,2023-05-13,NASDAQ
EMKR,41,EMCORE Corporation - Common Stock,2012-12-06,2023-05-06,NASDAQ
AEHR,41,Aehr Test Systems - Common Stock,2013-01-09,2023-03-30,NASDAQ
AVNW,41,"Aviat Networks, Inc. - Common Stock",2012-11-01,2023-05-03,NASDAQ
ACRE,41,Ares Commercial Real Estate Corporation Common Stock,2013-04-01,2023-05-02,NYSE
HUBG,41,"Hub Group, Inc. - Class A Common Stock",2013-04-18,2023-04-27,NASDAQ
CTS,41,CTS Corporation Common Stock,2013-01-29,2023-05-01,NYSE
SWX,41,Southwest Gas Corporation Common Stock,2013-02-28,2023-05-09,NYSE
CFX,41,Colfax Corporation Common Stock,2012-10-25,2022-02-22,NYSE
BGFV,41,Big 5 Sporting Goods Corporation - Common Stock,2013-02-26,2023-05-02,NASDAQ
NBHC,41,National Bank Holdings Corporation Common Stock,2012-11-02,2023-04-20,NYSE
TBBK,41,"The Bancorp, Inc. - Common Stock",2012-10-24,2023-04-28,NASDAQ
MGLN,41,MGLN,2013-03-01,2020-10-31,
NICE,40,NICE Ltd - American Depositary Shares each representing one Ordinary Share,2012-10-31,2023-05-11,NASDAQ
SCKT,40,"Socket Mobile, Inc. - Common Stock",2012-11-06,2023-02-22,NASDAQ
ISSC,40,"Innovative Solutions and Support, Inc. - Common Stock",2013-04-25,2023-05-08,NASDAQ
BBBY,40,BBBY,2012-12-19,2023-01-10,
BSQR,40,BSQUARE Corporation - Common Stock,2013-05-09,2023-05-11,NASDAQ
VPG,40,"Vishay Precision Group, Inc. Common Stock",2013-05-07,2023-05-14,NYSE
ITI,40,"Iteris, Inc. - Common Stock",2013-05-16,2023-02-02,NYSE
AUDC,40,AudioCodes Ltd. - Ordinary Shares,2012-11-05,2023-05-12,NASDAQ
IBKR,40,"Interactive Brokers Group, Inc. - Class A Common Stock",2013-01-15,2023-04-18,NASDAQ
AEY,40,"ADDvantage Technologies Group, Inc. - Common Stock",2013-05-14,2023-05-15,NASDAQ
ASX,40,"Advanced Semiconductor Engineering, Inc. Common Stock",2013-01-30,2023-04-27,NYSE
SRT,40,"StarTek, Inc. Common Stock",2013-05-09,2023-05-11,NYSE
RELL,40,"Richardson Electronics, Ltd. - Common Stock",2013-04-11,2023-04-06,NASDAQ
XLNX,40,XLNX,2012-10-17,2020-10-21,
CEMI,40,CEMI,2013-03-07,2022-11-06,
RHHBY,40,RHHBY,2013-01-30,2023-04-26,OTC
VVI,40,Viad Corp Common Stock,2013-04-26,2023-05-07,NYSE
WEYS,40,"Weyco Group, Inc. - Common Stock",2013-05-03,2023-05-06,NASDAQ
WIT,40,Wipro Limited Common Stock,2012-11-02,2023-04-27,NYSE
ICFI,40,"ICF International, Inc. - Common Stock",2013-05-03,2023-05-13,NASDAQ
GAIA,40,"Gaia, Inc. - Class A Common Stock",2013-05-08,2023-05-01,NASDAQ
VG,40,Vonage Holdings Corp. Common Stock,2012-10-31,2021-11-04,NYSE
PPBI,40,Pacific Premier Bancorp Inc - Common Stock,2013-07-23,2023-04-29,NASDAQ
LMNR,40,Limoneira Co - Common Stock,2013-06-10,2023-06-06,NASDAQ
